City,Date,PM2.5,NO2,AQI,AQI_Bucket
Delhi,24/10/2016,164.51,88.17,454,Severe
Delhi,25/10/2016,115.76,82.7,396,Very Poor
Delhi,26/10/2016,209.27,111.23,413,Severe
Delhi,27/10/2016,296.27,120.07,558,Severe
Delhi,28/10/2016,318.57,119.42,570,Severe
Delhi,29/10/2016,350.39,162.5,554,Severe
Delhi,30/10/2016,355.77,112.59,522,Severe
Delhi,31/10/2016,434.92,113.21,520,Severe
Delhi,01/11/2016,394.59,120.66,550,Severe
Delhi,02/11/2016,537.96,149.12,593,Severe
Delhi,03/11/2016,482.4,148.92,625,Severe
Delhi,04/11/2016,342.45,131.92,480,Severe
Delhi,05/11/2016,588.39,113.31,603,Severe
Delhi,06/11/2016,685.36,128.15,676,Severe
Delhi,07/11/2016,488.57,123.36,716,Severe
Delhi,08/11/2016,338.38,92.18,542,Severe
Delhi,09/11/2016,307.08,103.26,455,Severe
Delhi,10/11/2016,291.71,133.98,471,Severe
Delhi,11/11/2016,295.88,147.03,514,Severe
Delhi,12/11/2016,277.67,127.18,491,Severe
Delhi,13/11/2016,228.16,113.74,469,Severe
Delhi,14/11/2016,194.2,119.58,404,Severe
Delhi,15/11/2016,236.09,116.66,379,Very Poor
Delhi,16/11/2016,291.98,109.65,428,Severe
Delhi,17/11/2016,351.47,96.23,504,Severe
Delhi,18/11/2016,237.21,102.95,512,Severe
Delhi,19/11/2016,285.71,114.11,494,Severe
Delhi,20/11/2016,323.74,117.17,438,Severe
Delhi,21/11/2016,340.61,128.85,474,Severe
Delhi,22/11/2016,281.76,111.52,471,Severe
Delhi,23/11/2016,174.56,98.73,432,Severe
Delhi,24/11/2016,216.1,109.5,397,Very Poor
Delhi,25/11/2016,136.21,68.9,375,Very Poor
Delhi,26/11/2016,113.3,70.01,330,Very Poor
Delhi,27/11/2016,128.7,71.29,347,Very Poor
Delhi,28/11/2016,127.5,82.99,274,Poor
Delhi,29/11/2016,236.58,133.28,360,Very Poor
Delhi,30/11/2016,246.25,95.64,441,Severe
Delhi,01/12/2016,263.61,83.15,418,Severe
Delhi,02/12/2016,263.25,101.67,474,Severe
Delhi,03/12/2016,196.6,97.75,419,Severe
Delhi,04/12/2016,223.3,109.4,379,Very Poor
Delhi,05/12/2016,204.6,78.79,389,Very Poor
Delhi,06/12/2016,293.91,96.68,402,Severe
Delhi,07/12/2016,283.61,81.86,472,Severe
Delhi,08/12/2016,238.21,72.44,422,Severe
Delhi,09/12/2016,295.62,71.44,443,Severe
Delhi,10/12/2016,189.09,58.86,413,Severe
Delhi,11/12/2016,199.12,50.79,351,Very Poor
Delhi,12/12/2016,210.28,76.9,418,Severe
Delhi,13/12/2016,209.91,76.81,413,Severe
Delhi,14/12/2016,154.55,66.38,379,Very Poor
Delhi,15/12/2016,167.64,61.53,359,Very Poor
Delhi,16/12/2016,200.78,85.26,390,Very Poor
Delhi,17/12/2016,229.35,88.54,437,Severe
Delhi,18/12/2016,232.33,86.92,411,Severe
Delhi,19/12/2016,236.24,88.02,443,Severe
Delhi,20/12/2016,161.92,68.35,377,Very Poor
Delhi,21/12/2016,131.95,66.67,317,Very Poor
Delhi,22/12/2016,187.3,82.03,349,Very Poor
Delhi,23/12/2016,364.15,122.88,470,Severe
Delhi,24/12/2016,411.8,114.03,576,Severe
Delhi,25/12/2016,232.41,59.88,412,Severe
Delhi,26/12/2016,154.26,65.49,338,Very Poor
Delhi,27/12/2016,213.2,93.45,319,Very Poor
Delhi,28/12/2016,273.82,129.41,455,Severe
Delhi,29/12/2016,339.96,108.76,524,Severe
Delhi,30/12/2016,231.1,62.46,381,Very Poor
Delhi,31/12/2016,211.16,56.66,338,Very Poor
Delhi,01/01/2017,191.5,66.19,332,Very Poor
Delhi,02/01/2017,247.79,95.55,384,Very Poor
Delhi,03/01/2017,255.33,90.79,373,Very Poor
Delhi,04/01/2017,248.01,91.07,439,Severe
Delhi,05/01/2017,215.42,87.15,318,Very Poor
Delhi,06/01/2017,194.12,65.86,390,Very Poor
Delhi,07/01/2017,154.52,38.85,332,Very Poor
Delhi,08/01/2017,136.98,52.31,283,Poor
Delhi,09/01/2017,141.88,64.33,300,Poor
Delhi,10/01/2017,108.26,59.2,305,Very Poor
Delhi,11/01/2017,146.04,67.72,337,Very Poor
Delhi,12/01/2017,216.73,79.35,417,Severe
Delhi,13/01/2017,232.37,85.07,426,Severe
Delhi,14/01/2017,309.28,84.75,439,Severe
Delhi,15/01/2017,222.66,63.97,382,Very Poor
Delhi,16/01/2017,188.08,60.94,397,Very Poor
Delhi,17/01/2017,177.67,51.44,330,Very Poor
Delhi,18/01/2017,218.63,66.94,358,Very Poor
Delhi,19/01/2017,227.68,55.95,376,Very Poor
Delhi,20/01/2017,217.55,63.7,334,Very Poor
Delhi,21/01/2017,349.98,63.36,387,Very Poor
Delhi,22/01/2017,286.6,63.71,446,Severe
Delhi,23/01/2017,189.45,67.27,379,Very Poor
Delhi,24/01/2017,230.94,92.12,375,Very Poor
Delhi,25/01/2017,241.78,88.02,450,Severe
Delhi,26/01/2017,135.87,50.39,340,Very Poor
Delhi,27/01/2017,74.92,42.24,203,Poor
Delhi,28/01/2017,109.13,45.82,236,Poor
Delhi,29/01/2017,132.35,46.68,252,Poor
Delhi,30/01/2017,166.71,65.43,302,Very Poor
Delhi,31/01/2017,214.23,82.78,358,Very Poor
Delhi,01/02/2017,136.02,64.08,317,Very Poor
Delhi,02/02/2017,198.24,93.86,387,Very Poor
Delhi,03/02/2017,194.99,88.38,438,Severe
Delhi,04/02/2017,186.65,62.01,407,Severe
Delhi,05/02/2017,146.49,49.57,312,Very Poor
Delhi,06/02/2017,176.04,60.62,367,Very Poor
Delhi,07/02/2017,77.85,55.29,263,Poor
Delhi,08/02/2017,129.1,69.98,287,Poor
Delhi,09/02/2017,133.12,67.24,346,Very Poor
Delhi,10/02/2017,120.43,62.77,314,Very Poor
Delhi,11/02/2017,129.09,58.31,314,Very Poor
Delhi,12/02/2017,166.55,56.97,314,Very Poor
Delhi,13/02/2017,130.62,73.3,298,Poor
Delhi,14/02/2017,168.96,81.51,319,Very Poor
Delhi,15/02/2017,183.98,82.14,382,Very Poor
Delhi,16/02/2017,163.86,78.82,352,Very Poor
Delhi,17/02/2017,112.02,72.55,309,Very Poor
Delhi,18/02/2017,107.13,71.98,301,Very Poor
Delhi,19/02/2017,109.38,68.84,274,Poor
Delhi,20/02/2017,126.74,67.45,313,Very Poor
Delhi,21/02/2017,106.92,60.72,310,Very Poor
Delhi,22/02/2017,93.03,65.62,258,Poor
Delhi,23/02/2017,182.29,55.22,238,Poor
Delhi,24/02/2017,451.25,42.2,449,Severe
Delhi,25/02/2017,425.22,46.64,516,Severe
Delhi,26/02/2017,328.23,59.34,520,Severe
Delhi,27/02/2017,178.5,72.8,363,Very Poor
Delhi,28/02/2017,149.73,94.66,362,Very Poor
Delhi,01/03/2017,127.9,79.46,397,Very Poor
Delhi,02/03/2017,114.68,69.08,280,Poor
Delhi,03/03/2017,67.83,56.64,206,Poor
Delhi,04/03/2017,82.32,60.55,190,Moderate
Delhi,05/03/2017,90.6,61.48,210,Poor
Delhi,06/03/2017,91.6,64.99,201,Poor
Delhi,07/03/2017,112.41,65.16,243,Poor
Delhi,08/03/2017,134.4,49.88,267,Poor
Delhi,09/03/2017,106.45,39.68,245,Poor
Delhi,10/03/2017,68.88,33.32,165,Moderate
Delhi,11/03/2017,37.49,32,102,Moderate
Delhi,12/03/2017,64.42,32.11,159,Moderate
Delhi,13/03/2017,74.58,27.78,174,Moderate
Delhi,14/03/2017,102.46,34.28,270,Poor
Delhi,15/03/2017,112.71,42.06,397,Very Poor
Delhi,16/03/2017,125.8,42.18,371,Very Poor
Delhi,17/03/2017,114.07,38.7,328,Very Poor
Delhi,18/03/2017,96.39,46.65,254,Poor
Delhi,19/03/2017,120.43,51.65,342,Very Poor
Delhi,20/03/2017,121.21,49.53,367,Very Poor
Delhi,21/03/2017,128.51,51.94,400,Very Poor
Delhi,22/03/2017,120.88,69.31,390,Very Poor
Delhi,23/03/2017,151.17,70.55,417,Severe
Delhi,24/03/2017,149.42,79.52,359,Very Poor
Delhi,25/03/2017,168.23,83.82,309,Very Poor
Delhi,26/03/2017,118.34,78.84,292,Poor
Delhi,27/03/2017,156.38,79.24,278,Poor
Delhi,28/03/2017,152.66,85.54,320,Very Poor
Delhi,29/03/2017,113.62,75.87,350,Very Poor
Delhi,30/03/2017,69.44,76.28,234,Poor
Delhi,31/03/2017,91.19,84.22,233,Poor
Delhi,01/04/2017,105.71,81.75,341,Very Poor
Delhi,02/04/2017,83.36,77.96,259,Poor
Delhi,03/04/2017,70.62,83.8,204,Poor
Delhi,04/04/2017,84.4,73.67,220,Poor
Delhi,05/04/2017,47.67,64.65,255,Poor
Delhi,06/04/2017,62.44,67.13,211,Poor
Delhi,07/04/2017,150.76,74.99,428,Severe
Delhi,08/04/2017,151.25,77.6,497,Severe
Delhi,09/04/2017,68.88,68.1,289,Poor
Delhi,10/04/2017,129.15,72.06,285,Poor
Delhi,11/04/2017,146.59,71.58,368,Very Poor
Delhi,12/04/2017,107.69,61.17,304,Very Poor
Delhi,13/04/2017,163.97,87.79,377,Very Poor
Delhi,14/04/2017,184.69,110.15,418,Severe
Delhi,15/04/2017,176.54,102.4,355,Very Poor
Delhi,16/04/2017,175.23,102.55,416,Severe
Delhi,17/04/2017,145.22,102.55,403,Severe
Delhi,18/04/2017,152.84,88.05,415,Severe
Delhi,19/04/2017,136.35,80.08,412,Severe
Delhi,20/04/2017,152.99,93.15,394,Very Poor
Delhi,21/04/2017,130.13,103.25,357,Very Poor
Delhi,22/04/2017,110.54,93.8,291,Poor
Delhi,23/04/2017,103.42,75.05,244,Poor
Delhi,24/04/2017,99.09,61.32,287,Poor
Delhi,25/04/2017,96.07,69.59,254,Poor
Delhi,26/04/2017,72.31,72.94,242,Poor
Delhi,27/04/2017,93.14,73.49,223,Poor
Delhi,28/04/2017,109.36,68.76,243,Poor
Delhi,29/04/2017,126.74,85.21,237,Poor
Delhi,30/04/2017,80.81,65.55,275,Poor
Delhi,01/05/2017,85.8,70.38,183,Moderate
Delhi,02/05/2017,198.2,108.48,370,Very Poor
Delhi,03/05/2017,145.74,97.21,419,Severe
Delhi,04/05/2017,109.91,67.76,317,Very Poor
Delhi,05/05/2017,207.4,75.66,455,Severe
Delhi,06/05/2017,204.56,92.19,435,Severe
Delhi,07/05/2017,220.77,92.34,468,Severe
Delhi,08/05/2017,183.82,94.19,442,Severe
Delhi,09/05/2017,109.76,65.21,400,Very Poor
Delhi,10/05/2017,74.42,46.48,223,Poor
Delhi,11/05/2017,94.28,62.22,220,Poor
Delhi,12/05/2017,216.96,70.84,474,Severe
Delhi,13/05/2017,198.09,87.53,479,Severe
Delhi,14/05/2017,121.76,70.37,373,Very Poor
Delhi,15/05/2017,135.54,75.55,354,Very Poor
Delhi,16/05/2017,123.21,54.83,349,Very Poor
Delhi,17/05/2017,78.18,47.84,264,Poor
Delhi,18/05/2017,126.04,50.3,188,Moderate
Delhi,19/05/2017,139.1,58.93,294,Poor
Delhi,20/05/2017,233.82,59.74,334,Very Poor
Delhi,21/05/2017,178.44,52.38,505,Severe
Delhi,22/05/2017,110.1,63.7,349,Very Poor
Delhi,23/05/2017,118.43,84.21,421,Severe
Delhi,24/05/2017,107.37,80.72,238,Poor
Delhi,25/05/2017,113.9,65.71,204,Poor
Delhi,26/05/2017,103.75,79.07,289,Poor
Delhi,27/05/2017,69.88,50.12,236,Poor
Delhi,28/05/2017,40.33,45.6,148,Moderate
Delhi,29/05/2017,48.95,55.2,94,Satisfactory
Delhi,30/05/2017,63.27,64.11,130,Moderate
Delhi,31/05/2017,56.38,69.98,123,Moderate
Delhi,01/06/2017,95.23,97.33,192,Moderate
Delhi,02/06/2017,123.44,131.55,324,Very Poor
Delhi,03/06/2017,122.2,119.37,357,Very Poor
Delhi,04/06/2017,121.1,92.68,393,Very Poor
Delhi,05/06/2017,71.89,64.07,302,Very Poor
Delhi,06/06/2017,80.37,57.63,239,Poor
Delhi,07/06/2017,40.87,70.77,210,Poor
Delhi,08/06/2017,41.83,79.9,77,Satisfactory
Delhi,09/06/2017,66.73,76.52,89,Satisfactory
Delhi,10/06/2017,64.63,80.04,143,Moderate
Delhi,11/06/2017,43.02,77.07,80,Satisfactory
Delhi,12/06/2017,57.4,106.23,92,Satisfactory
Delhi,13/06/2017,48.6,96.64,112,Moderate
Delhi,14/06/2017,62,86.9,117,Moderate
Delhi,15/06/2017,80.14,139.09,101,Moderate
Delhi,16/06/2017,51.6,80.43,106,Moderate
Delhi,17/06/2017,41.96,70.93,88,Satisfactory
Delhi,18/06/2017,65.19,56.65,94,Satisfactory
Delhi,19/06/2017,60.9,36.63,150,Moderate
Delhi,20/06/2017,35.1,99.75,97,Satisfactory
Delhi,21/06/2017,58.27,63.2,109,Moderate
Delhi,22/06/2017,61.93,36.35,124,Moderate
Delhi,23/06/2017,44.08,103.29,,
Delhi,24/06/2017,63.62,83.84,111,Moderate
Delhi,25/06/2017,76.1,71.42,148,Moderate
Delhi,26/06/2017,51.52,53.97,108,Moderate
Delhi,27/06/2017,36.62,54.02,73,Satisfactory
Delhi,28/06/2017,29.83,58.02,58,Satisfactory
Delhi,29/06/2017,22.98,35.01,58,Satisfactory
Delhi,30/06/2017,25.83,32.97,46,Good
Delhi,01/07/2017,43.35,17.4,84,Satisfactory
Delhi,02/07/2017,20.52,11.37,54,Satisfactory
Delhi,03/07/2017,46.71,20.06,49,Good
Delhi,04/07/2017,116.12,19.37,149,Moderate
Delhi,05/07/2017,50.81,14.86,212,Poor
Delhi,06/07/2017,47.17,18.32,85,Satisfactory
Delhi,07/07/2017,41.42,18.21,77,Satisfactory
Delhi,08/07/2017,45.31,23.52,65,Satisfactory
Delhi,09/07/2017,58.46,21.16,108,Moderate
Delhi,10/07/2017,41.92,18.81,78,Satisfactory
Delhi,11/07/2017,33.04,21.44,59,Satisfactory
Delhi,12/07/2017,22.35,19.98,47,Good
Delhi,13/07/2017,22.44,21.59,39,Good
Delhi,14/07/2017,30.35,38.36,40,Good
Delhi,15/07/2017,32.02,77.47,56,Satisfactory
Delhi,16/07/2017,38.77,76.98,65,Satisfactory
Delhi,17/07/2017,33.56,86.61,71,Satisfactory
Delhi,18/07/2017,37.67,126.91,97,Satisfactory
Delhi,19/07/2017,55.96,137.15,118,Moderate
Delhi,20/07/2017,28.88,61.54,116,Moderate
Delhi,21/07/2017,23.12,23.67,53,Satisfactory
Delhi,22/07/2017,18.54,19.9,30,Good
Delhi,23/07/2017,22.65,18.22,37,Good
Delhi,24/07/2017,17.52,19.95,35,Good
Delhi,25/07/2017,22.17,18.1,37,Good
Delhi,26/07/2017,20.17,21.95,32,Good
Delhi,27/07/2017,24.42,25.33,41,Good
Delhi,28/07/2017,25.71,24.07,42,Good
Delhi,29/07/2017,27.25,22.87,47,Good
Delhi,30/07/2017,10.88,20.58,30,Good
Delhi,31/07/2017,17.1,26.19,29,Good
Delhi,01/08/2017,17.24,23.4,44,Good
Delhi,02/08/2017,27.56,26.54,40,Good
Delhi,03/08/2017,27.29,29.16,49,Good
Delhi,04/08/2017,42.65,33.74,50,Good
Delhi,05/08/2017,53.69,42.98,88,Satisfactory
Delhi,06/08/2017,61.44,41.75,99,Satisfactory
Delhi,07/08/2017,57.42,32.2,110,Moderate
Delhi,08/08/2017,36.58,29.91,68,Satisfactory
Delhi,09/08/2017,50.42,48.7,73,Satisfactory
Delhi,10/08/2017,48.6,64,95,Satisfactory
Delhi,11/08/2017,21.83,35.39,58,Satisfactory
Delhi,12/08/2017,,,45,Good
Delhi,13/08/2017,,,,
Delhi,14/08/2017,26.54,88.07,,
Delhi,15/08/2017,30.12,49.91,59,Satisfactory
Delhi,16/08/2017,35.23,64.66,53,Satisfactory
Delhi,17/08/2017,39.6,68.78,66,Satisfactory
Delhi,18/08/2017,46.25,60.15,70,Satisfactory
Delhi,19/08/2017,35.48,39.67,70,Satisfactory
Delhi,20/08/2017,22.15,30.28,63,Satisfactory
Delhi,21/08/2017,25.5,24.42,42,Good
Delhi,22/08/2017,46,38.7,,
Delhi,23/08/2017,36.54,43.43,,
Delhi,24/08/2017,47.79,45.26,58,Satisfactory
Delhi,25/08/2017,51.33,39.3,104,Moderate
Delhi,26/08/2017,62.33,37.65,,
Delhi,27/08/2017,34.3,34.06,,
Delhi,28/08/2017,23.82,27.89,,
Delhi,29/08/2017,15.23,69.8,,
Delhi,30/08/2017,20.5,101.89,73,Satisfactory
Delhi,31/08/2017,41.62,50.7,94,Satisfactory
Delhi,01/09/2017,25.58,26.64,91,Satisfactory
Delhi,02/09/2017,20.06,26.09,88,Satisfactory
Delhi,03/09/2017,38.19,27.32,88,Satisfactory
Delhi,04/09/2017,47.89,25.85,89,Satisfactory
Delhi,05/09/2017,35.61,30.29,88,Satisfactory
Delhi,06/09/2017,39.41,35.92,88,Satisfactory
Delhi,07/09/2017,40.34,23.75,88,Satisfactory
Delhi,08/09/2017,51.7,16.52,106,Moderate
Delhi,09/09/2017,54.83,17.54,96,Satisfactory
Delhi,10/09/2017,60.46,19.76,118,Moderate
Delhi,11/09/2017,63.97,20.25,119,Moderate
Delhi,12/09/2017,46.65,16.56,106,Moderate
Delhi,13/09/2017,54.77,10.76,115,Moderate
Delhi,14/09/2017,80.47,31.88,142,Moderate
Delhi,15/09/2017,64.37,34.75,169,Moderate
Delhi,16/09/2017,51.56,36.6,110,Moderate
Delhi,17/09/2017,53.05,37.33,106,Moderate
Delhi,18/09/2017,60.83,56.67,99,Satisfactory
Delhi,19/09/2017,55.55,34.72,109,Moderate
Delhi,20/09/2017,70.81,21.49,137,Moderate
Delhi,21/09/2017,55.93,22.74,144,Moderate
Delhi,22/09/2017,11.81,22.4,92,Satisfactory
Delhi,23/09/2017,17.76,18.63,83,Satisfactory
Delhi,24/09/2017,35.5,17.01,84,Satisfactory
Delhi,25/09/2017,50.09,27.25,104,Moderate
Delhi,26/09/2017,66.12,27.52,131,Moderate
Delhi,27/09/2017,80.94,21.39,165,Moderate
Delhi,28/09/2017,75.4,38.55,176,Moderate
Delhi,29/09/2017,89.38,29.45,172,Moderate
Delhi,30/09/2017,74.2,26.08,137,Moderate
Delhi,01/10/2017,68.47,28.66,131,Moderate
Delhi,02/10/2017,63.41,25.2,132,Moderate
Delhi,03/10/2017,69.45,26.09,115,Moderate
Delhi,04/10/2017,76.81,28.99,151,Moderate
Delhi,05/10/2017,75.73,24.45,180,Moderate
Delhi,06/10/2017,79.81,27.44,183,Moderate
Delhi,07/10/2017,70.98,25.61,193,Moderate
Delhi,08/10/2017,102.2,24.51,224,Poor
Delhi,09/10/2017,107.63,27.06,268,Poor
Delhi,10/10/2017,105.88,31.67,253,Poor
Delhi,11/10/2017,104.45,30.92,208,Poor
Delhi,12/10/2017,106.85,31.1,211,Poor
Delhi,13/10/2017,137.42,29.16,246,Poor
Delhi,14/10/2017,147.07,30.14,319,Very Poor
Delhi,15/10/2017,147.83,30,317,Very Poor
Delhi,16/10/2017,152.61,58.53,310,Very Poor
Delhi,17/10/2017,121.7,57.08,313,Very Poor
Delhi,18/10/2017,152.16,63.15,310,Very Poor
Delhi,19/10/2017,176.17,53.51,336,Very Poor
Delhi,20/10/2017,426.52,54.76,497,Severe
Delhi,21/10/2017,213.12,50.13,404,Severe
Delhi,22/10/2017,146.01,55.88,338,Very Poor
Delhi,23/10/2017,163.35,64.25,327,Very Poor
Delhi,24/10/2017,188.24,81.33,366,Very Poor
Delhi,25/10/2017,203.03,80.62,357,Very Poor
Delhi,26/10/2017,178.91,90.56,328,Very Poor
Delhi,27/10/2017,167.54,65.44,345,Very Poor
Delhi,28/10/2017,198.37,84.45,379,Very Poor
Delhi,29/10/2017,187.82,60.61,362,Very Poor
Delhi,30/10/2017,196.37,69.51,340,Very Poor
Delhi,31/10/2017,211.64,53.08,366,Very Poor
Delhi,01/11/2017,179.17,46.83,344,Very Poor
Delhi,02/11/2017,160.69,47.7,305,Very Poor
Delhi,03/11/2017,168.16,46.49,310,Very Poor
Delhi,04/11/2017,190.33,47.28,345,Very Poor
Delhi,05/11/2017,209.61,60.56,370,Very Poor
Delhi,06/11/2017,216.53,57.27,377,Very Poor
Delhi,07/11/2017,517.93,65.17,532,Severe
Delhi,08/11/2017,639.19,77.51,675,Severe
Delhi,09/11/2017,495.9,81.67,677,Severe
Delhi,10/11/2017,370.73,80.73,597,Severe
Delhi,11/11/2017,363.77,78.61,471,Severe
Delhi,12/11/2017,465.08,70.1,613,Severe
Delhi,13/11/2017,354.56,65.77,561,Severe
Delhi,14/11/2017,254.36,56.46,444,Severe
Delhi,15/11/2017,192.04,57.85,378,Very Poor
Delhi,16/11/2017,191.57,53.86,357,Very Poor
Delhi,17/11/2017,150.79,47.38,330,Very Poor
Delhi,18/11/2017,143.51,43.91,309,Very Poor
Delhi,19/11/2017,128.65,45.6,297,Poor
Delhi,20/11/2017,171.34,52.73,329,Very Poor
Delhi,21/11/2017,178.08,54.75,341,Very Poor
Delhi,22/11/2017,177.41,54.64,348,Very Poor
Delhi,23/11/2017,175.56,55.04,340,Very Poor
Delhi,24/11/2017,187.97,64.15,348,Very Poor
Delhi,25/11/2017,185.31,76.48,347,Very Poor
Delhi,26/11/2017,224.37,67.6,368,Very Poor
Delhi,27/11/2017,198.34,68.93,382,Very Poor
Delhi,28/11/2017,167.74,62.53,360,Very Poor
Delhi,29/11/2017,215.17,75.37,359,Very Poor
Delhi,30/11/2017,219.84,57.73,388,Very Poor
Delhi,01/12/2017,190.45,56.83,377,Very Poor
Delhi,02/12/2017,208.87,65.66,356,Very Poor
Delhi,03/12/2017,240.87,65.83,384,Very Poor
Delhi,04/12/2017,261.82,65.49,415,Severe
Delhi,05/12/2017,230.56,64.61,404,Severe
Delhi,06/12/2017,120.91,51.02,330,Very Poor
Delhi,07/12/2017,88.95,45.83,215,Poor
Delhi,08/12/2017,115.08,53.85,220,Poor
Delhi,09/12/2017,165.76,70.14,312,Very Poor
Delhi,10/12/2017,230.34,83.94,389,Very Poor
Delhi,11/12/2017,218.87,71.25,406,Severe
Delhi,12/12/2017,109.18,45.94,280,Poor
Delhi,13/12/2017,134.99,40.27,263,Poor
Delhi,14/12/2017,126.67,36.59,276,Poor
Delhi,15/12/2017,127.57,34.73,292,Poor
Delhi,16/12/2017,100.72,29.84,228,Poor
Delhi,17/12/2017,95.58,37.37,195,Moderate
Delhi,18/12/2017,115.19,45.8,223,Poor
Delhi,19/12/2017,168.33,54.84,291,Poor
Delhi,20/12/2017,283.24,66.41,378,Very Poor
Delhi,21/12/2017,293.14,61.63,467,Severe
Delhi,22/12/2017,157.72,50.73,370,Very Poor
Delhi,23/12/2017,117.72,50.97,253,Poor
Delhi,24/12/2017,203.18,66.65,309,Very Poor
Delhi,25/12/2017,259,58.92,398,Very Poor
Delhi,26/12/2017,224.42,57.6,372,Very Poor
Delhi,27/12/2017,224.27,65.61,379,Very Poor
Delhi,28/12/2017,249.17,70.25,398,Very Poor
Delhi,29/12/2017,227.28,59.7,399,Very Poor
Delhi,30/12/2017,273.56,60.4,421,Severe
Delhi,31/12/2017,306.17,66.97,451,Severe
Delhi,01/01/2018,303.41,63.92,462,Severe
Delhi,02/01/2018,277.48,53.73,439,Severe
Delhi,03/01/2018,217.01,52.24,405,Severe
Delhi,04/01/2018,248.54,61.57,394,Very Poor
Delhi,05/01/2018,240.42,54.8,398,Very Poor
Delhi,06/01/2018,252.57,59.12,403,Severe
Delhi,07/01/2018,191.66,47.02,384,Very Poor
Delhi,08/01/2018,152.98,51.6,314,Very Poor
Delhi,09/01/2018,233.1,66.19,373,Very Poor
Delhi,10/01/2018,186.26,60.21,366,Very Poor
Delhi,11/01/2018,154.64,63.57,318,Very Poor
Delhi,12/01/2018,168.87,65.3,306,Very Poor
Delhi,13/01/2018,230.5,61.28,370,Very Poor
Delhi,14/01/2018,191.47,54.37,365,Very Poor
Delhi,15/01/2018,177.71,52.51,352,Very Poor
Delhi,16/01/2018,133.56,46.86,278,Poor
Delhi,17/01/2018,235.06,47.86,350,Very Poor
Delhi,18/01/2018,276.25,55.08,411,Severe
Delhi,19/01/2018,253.7,49.45,451,Severe
Delhi,20/01/2018,152.33,38.87,351,Very Poor
Delhi,21/01/2018,153.61,44.09,310,Very Poor
Delhi,22/01/2018,202.11,56.45,362,Very Poor
Delhi,23/01/2018,160.79,47.26,343,Very Poor
Delhi,24/01/2018,130.16,35.33,286,Poor
Delhi,25/01/2018,111.75,40.13,267,Poor
Delhi,26/01/2018,128.45,38.17,263,Poor
Delhi,27/01/2018,155.2,45.14,284,Poor
Delhi,28/01/2018,150.96,47.6,334,Very Poor
Delhi,29/01/2018,162.48,54.51,332,Very Poor
Delhi,30/01/2018,126.84,47.59,300,Poor
Delhi,31/01/2018,123.48,45.46,271,Poor
Delhi,01/02/2018,157.33,63.88,293,Poor
Delhi,02/02/2018,140.35,54.28,318,Very Poor
Delhi,03/02/2018,115.05,51.46,277,Poor
Delhi,04/02/2018,133.8,46.74,284,Poor
Delhi,05/02/2018,163.6,63.42,313,Very Poor
Delhi,06/02/2018,143.29,56.51,324,Very Poor
Delhi,07/02/2018,131.49,54.53,287,Poor
Delhi,08/02/2018,186.19,74.83,334,Very Poor
Delhi,09/02/2018,203.33,74.5,375,Very Poor
Delhi,10/02/2018,209.7,99.06,378,Very Poor
Delhi,11/02/2018,148.13,62.4,350,Very Poor
Delhi,12/02/2018,72.36,33.08,218,Poor
Delhi,13/02/2018,103.93,46.48,189,Moderate
Delhi,14/02/2018,76.92,34.92,217,Poor
Delhi,15/02/2018,94.49,38.54,189,Moderate
Delhi,16/02/2018,123.19,48.33,248,Poor
Delhi,17/02/2018,127.8,49.9,277,Poor
Delhi,18/02/2018,127.27,50.94,284,Poor
Delhi,19/02/2018,172.55,71.76,321,Very Poor
Delhi,20/02/2018,167.16,68.29,335,Very Poor
Delhi,21/02/2018,172.99,92.54,347,Very Poor
Delhi,22/02/2018,159.67,66.4,333,Very Poor
Delhi,23/02/2018,163.75,70.77,331,Very Poor
Delhi,24/02/2018,164.2,62.66,347,Very Poor
Delhi,25/02/2018,106.26,42.88,317,Very Poor
Delhi,26/02/2018,67.27,33.59,170,Moderate
Delhi,27/02/2018,85.53,43.12,167,Moderate
Delhi,28/02/2018,143.25,52.5,274,Poor
Delhi,01/03/2018,120.71,51.74,293,Poor
Delhi,02/03/2018,139.18,50.64,300,Poor
Delhi,03/03/2018,98.25,41.07,244,Poor
Delhi,04/03/2018,79.83,39.02,205,Poor
Delhi,05/03/2018,76.96,39.58,180,Moderate
Delhi,06/03/2018,75.45,37.92,170,Moderate
Delhi,07/03/2018,87.62,45.6,192,Moderate
Delhi,08/03/2018,139.88,79.5,262,Poor
Delhi,09/03/2018,134.76,65.86,316,Very Poor
Delhi,10/03/2018,75.67,39.85,207,Poor
Delhi,11/03/2018,88.3,41.81,179,Moderate
Delhi,12/03/2018,105.29,45.32,236,Poor
Delhi,13/03/2018,109.22,56.5,241,Poor
Delhi,14/03/2018,116.62,64.82,287,Poor
Delhi,15/03/2018,108.98,48.86,314,Very Poor
Delhi,16/03/2018,111.67,41.48,269,Poor
Delhi,17/03/2018,81.57,32.61,218,Poor
Delhi,18/03/2018,82.15,31.72,177,Moderate
Delhi,19/03/2018,81.93,43.85,177,Moderate
Delhi,20/03/2018,109.99,55.71,224,Poor
Delhi,21/03/2018,133.53,45.33,302,Very Poor
Delhi,22/03/2018,83.4,33.49,226,Poor
Delhi,23/03/2018,64.2,34.53,171,Moderate
Delhi,24/03/2018,78.4,37.32,183,Moderate
Delhi,25/03/2018,85.34,34.66,202,Poor
