City,Date,PM2.5,NO2,AQI,AQI_Bucket
Delhi,26/08/2019,25.06,31.6,77,Satisfactory
Delhi,27/08/2019,40.68,34.48,114,Moderate
Delhi,28/08/2019,42.04,34.62,119,Moderate
Delhi,29/08/2019,33.92,30.6,103,Moderate
Delhi,30/08/2019,43.5,32.44,110,Moderate
Delhi,31/08/2019,57.16,40.79,123,Moderate
Delhi,01/09/2019,35.13,32.08,123,Moderate
Delhi,02/09/2019,46.15,31.91,105,Moderate
Delhi,03/09/2019,70.64,36.51,131,Moderate
Delhi,04/09/2019,73.33,36.99,165,Moderate
Delhi,05/09/2019,33.9,29.09,118,Moderate
Delhi,06/09/2019,35.81,30.05,96,Satisfactory
Delhi,07/09/2019,34.98,30.9,95,Satisfactory
Delhi,08/09/2019,32.83,26.84,99,Satisfactory
Delhi,09/09/2019,56.31,30.47,107,Moderate
Delhi,10/09/2019,64.48,34.12,139,Moderate
Delhi,11/09/2019,79.6,39.69,166,Moderate
Delhi,12/09/2019,57.83,34.01,158,Moderate
Delhi,13/09/2019,33.59,29.75,103,Moderate
Delhi,14/09/2019,26.65,26.05,85,Satisfactory
Delhi,15/09/2019,35.52,27.77,83,Satisfactory
Delhi,16/09/2019,56.6,36.18,111,Moderate
Delhi,17/09/2019,59.14,38.18,143,Moderate
Delhi,18/09/2019,35.41,31.3,117,Moderate
Delhi,19/09/2019,21.74,24.15,80,Satisfactory
Delhi,20/09/2019,40.33,31.73,96,Satisfactory
Delhi,21/09/2019,39.23,31.43,112,Moderate
Delhi,22/09/2019,26.51,30.66,86,Satisfactory
Delhi,23/09/2019,34.46,30.02,89,Satisfactory
Delhi,24/09/2019,35.88,34.98,103,Moderate
Delhi,25/09/2019,30.52,29.99,100,Satisfactory
Delhi,26/09/2019,22.9,27.25,87,Satisfactory
Delhi,27/09/2019,15.66,24.52,78,Satisfactory
Delhi,28/09/2019,22.52,26.18,78,Satisfactory
Delhi,29/09/2019,16.91,22.84,68,Satisfactory
Delhi,30/09/2019,29.42,27.89,75,Satisfactory
Delhi,01/10/2019,33.92,28,98,Satisfactory
Delhi,02/10/2019,40.16,29.72,105,Moderate
Delhi,03/10/2019,57.99,36.77,140,Moderate
Delhi,04/10/2019,43.07,34.07,113,Moderate
Delhi,05/10/2019,39.48,33.82,108,Moderate
Delhi,06/10/2019,58.75,36.98,127,Moderate
Delhi,07/10/2019,55.88,33.46,133,Moderate
Delhi,08/10/2019,44.85,33.4,123,Moderate
Delhi,09/10/2019,77.02,45.5,165,Moderate
Delhi,10/10/2019,100.82,50.32,208,Poor
Delhi,11/10/2019,98.07,48.05,243,Poor
Delhi,12/10/2019,103.45,48.54,235,Poor
Delhi,13/10/2019,132.57,51.27,282,Poor
Delhi,14/10/2019,116.33,50.83,285,Poor
Delhi,15/10/2019,133.35,58.61,291,Poor
Delhi,16/10/2019,146.37,53.03,320,Very Poor
Delhi,17/10/2019,121.68,46.51,300,Poor
Delhi,18/10/2019,90.41,39.62,265,Poor
Delhi,19/10/2019,76.77,51.37,170,Moderate
Delhi,20/10/2019,98.05,48.83,242,Poor
Delhi,21/10/2019,115.16,51.05,254,Poor
Delhi,22/10/2019,93.51,50.05,243,Poor
Delhi,23/10/2019,122.12,57.92,248,Poor
Delhi,24/10/2019,173.56,67.36,335,Very Poor
Delhi,25/10/2019,129.9,52.55,331,Very Poor
Delhi,26/10/2019,148.73,56.43,315,Very Poor
Delhi,27/10/2019,198.81,48.37,354,Very Poor
Delhi,28/10/2019,301.39,48.45,417,Severe
Delhi,29/10/2019,287.56,60.03,419,Severe
Delhi,30/10/2019,279.32,63.87,452,Severe
Delhi,31/10/2019,314.32,71.37,460,Severe
Delhi,01/11/2019,388.45,73.61,591,Severe
Delhi,02/11/2019,320.26,54.1,473,Severe
Delhi,03/11/2019,582.28,49.67,659,Severe
Delhi,04/11/2019,272.3,44.53,532,Severe
Delhi,05/11/2019,190.41,44.32,385,Very Poor
Delhi,06/11/2019,101.09,54.77,265,Poor
Delhi,07/11/2019,182.47,51.64,296,Poor
Delhi,08/11/2019,154.14,52.79,346,Very Poor
Delhi,09/11/2019,140.8,44.01,321,Very Poor
Delhi,10/11/2019,192.35,50.35,339,Very Poor
Delhi,11/11/2019,252.48,61.36,376,Very Poor
Delhi,12/11/2019,384.34,66.1,475,Severe
Delhi,13/11/2019,383.36,73.6,532,Severe
Delhi,14/11/2019,371.42,82.63,537,Severe
Delhi,15/11/2019,423.52,59.35,595,Severe
Delhi,16/11/2019,174.03,42.35,438,Severe
Delhi,17/11/2019,96.34,33.78,273,Poor
Delhi,18/11/2019,108.4,40.05,245,Poor
Delhi,19/11/2019,126.92,52.79,251,Poor
Delhi,20/11/2019,175.19,77.62,315,Very Poor
Delhi,21/11/2019,217.7,91.65,375,Very Poor
Delhi,22/11/2019,201.17,75.08,377,Very Poor
Delhi,23/11/2019,130.41,52.7,334,Very Poor
Delhi,24/11/2019,107.86,43.51,264,Poor
Delhi,25/11/2019,122.37,53.29,269,Poor
Delhi,26/11/2019,114.27,53.83,284,Poor
Delhi,27/11/2019,65.7,42.94,166,Moderate
Delhi,28/11/2019,31.03,32.3,106,Moderate
Delhi,29/11/2019,53.79,41.9,89,Satisfactory
Delhi,30/11/2019,96.96,45.04,175,Moderate
Delhi,01/12/2019,123.66,50.39,257,Poor
Delhi,02/12/2019,141.12,57.23,299,Poor
Delhi,03/12/2019,140.07,60.85,302,Very Poor
Delhi,04/12/2019,163.24,71.65,313,Very Poor
Delhi,05/12/2019,271.99,91.53,389,Very Poor
Delhi,06/12/2019,241.69,69.73,423,Severe
Delhi,07/12/2019,233.79,66.41,382,Very Poor
Delhi,08/12/2019,239.98,68.59,404,Severe
Delhi,09/12/2019,200.33,68.28,371,Very Poor
Delhi,10/12/2019,236.4,72.63,377,Very Poor
Delhi,11/12/2019,299.85,85.56,430,Severe
Delhi,12/12/2019,284.18,64.36,471,Severe
Delhi,13/12/2019,94.62,41.21,322,Very Poor
Delhi,14/12/2019,78.59,41.29,179,Moderate
Delhi,15/12/2019,94.67,39.9,205,Poor
Delhi,16/12/2019,88.05,35.06,202,Poor
Delhi,17/12/2019,93.07,32.7,178,Moderate
Delhi,18/12/2019,144,44.41,273,Poor
Delhi,19/12/2019,261.16,55.64,354,Very Poor
Delhi,20/12/2019,316.09,60.58,452,Severe
Delhi,21/12/2019,249.87,50.24,441,Severe
Delhi,22/12/2019,146.81,38.96,351,Very Poor
Delhi,23/12/2019,171.47,39.83,321,Very Poor
Delhi,24/12/2019,262.69,56.72,376,Very Poor
Delhi,25/12/2019,166.71,39.77,384,Very Poor
Delhi,26/12/2019,196.97,45.08,340,Very Poor
Delhi,27/12/2019,240.07,54.6,372,Very Poor
Delhi,28/12/2019,275.6,55.98,425,Severe
Delhi,29/12/2019,326.79,57.76,455,Severe
Delhi,30/12/2019,333.43,55.61,506,Severe
Delhi,31/12/2019,245.53,47.5,417,Severe
Delhi,01/01/2020,372.14,64.18,492,Severe
Delhi,02/01/2020,327.04,64.8,485,Severe
Delhi,03/01/2020,228.9,55.65,426,Severe
Delhi,04/01/2020,220.6,57.67,366,Very Poor
Delhi,05/01/2020,170.21,48.25,354,Very Poor
Delhi,06/01/2020,159.64,51.19,335,Very Poor
Delhi,07/01/2020,120.31,44.9,285,Poor
Delhi,08/01/2020,117.98,38.64,281,Poor
Delhi,09/01/2020,89.26,32.3,231,Poor
Delhi,10/01/2020,130.82,45.12,255,Poor
Delhi,11/01/2020,151.1,53.28,309,Very Poor
Delhi,12/01/2020,207.23,59.91,352,Very Poor
Delhi,13/01/2020,218.98,55.04,381,Very Poor
Delhi,14/01/2020,115.62,38.08,314,Very Poor
Delhi,15/01/2020,111.57,47.45,241,Poor
Delhi,16/01/2020,139.06,44.21,286,Poor
Delhi,17/01/2020,107.65,36.19,287,Poor
Delhi,18/01/2020,125.3,43.78,262,Poor
Delhi,19/01/2020,125.04,34.18,290,Poor
Delhi,20/01/2020,142.18,38.21,282,Poor
Delhi,21/01/2020,222.81,48.18,359,Very Poor
Delhi,22/01/2020,198.88,44.3,378,Very Poor
Delhi,23/01/2020,74.45,35.26,273,Poor
Delhi,24/01/2020,79.83,44,155,Moderate
Delhi,25/01/2020,136.72,56.31,251,Poor
Delhi,26/01/2020,201.2,50.94,349,Very Poor
Delhi,27/01/2020,209.97,67.09,365,Very Poor
Delhi,28/01/2020,104.45,42.01,302,Very Poor
Delhi,29/01/2020,77.95,42.24,218,Poor
Delhi,30/01/2020,91.56,45.04,195,Moderate
Delhi,31/01/2020,92.04,47.35,203,Poor
Delhi,01/02/2020,112.13,44.25,244,Poor
Delhi,02/02/2020,120.86,45.28,254,Poor
Delhi,03/02/2020,138.5,53.71,297,Poor
Delhi,04/02/2020,188.42,64.8,336,Very Poor
Delhi,05/02/2020,150.08,53.35,344,Very Poor
Delhi,06/02/2020,118.57,51.82,277,Poor
Delhi,07/02/2020,150.15,58.46,307,Very Poor
Delhi,08/02/2020,149.67,47.55,315,Very Poor
Delhi,09/02/2020,151.43,50.75,310,Very Poor
Delhi,10/02/2020,174.4,56.48,328,Very Poor
Delhi,11/02/2020,176.57,60.12,347,Very Poor
Delhi,12/02/2020,172.12,55.96,343,Very Poor
Delhi,13/02/2020,95.72,41.59,279,Poor
Delhi,14/02/2020,73.84,34.6,186,Moderate
Delhi,15/02/2020,83.07,44.57,174,Moderate
Delhi,16/02/2020,132.63,57.15,254,Poor
Delhi,17/02/2020,158.69,61.17,323,Very Poor
Delhi,18/02/2020,125.53,59.91,292,Poor
Delhi,19/02/2020,138.46,59.9,300,Poor
Delhi,20/02/2020,98.84,44.05,253,Poor
Delhi,21/02/2020,53.11,33.27,170,Moderate
Delhi,22/02/2020,63.62,41.23,104,Moderate
Delhi,23/02/2020,105.71,42.24,221,Poor
Delhi,24/02/2020,70.59,44.2,169,Moderate
Delhi,25/02/2020,127.75,46.76,244,Poor
Delhi,26/02/2020,141.81,50.67,303,Very Poor
Delhi,27/02/2020,107.28,46.15,270,Poor
Delhi,28/02/2020,83.48,33.92,214,Poor
Delhi,29/02/2020,60.01,33.98,144,Moderate
Delhi,01/03/2020,42.83,40.73,105,Moderate
Delhi,02/03/2020,99.34,50.23,192,Moderate
Delhi,03/03/2020,86.26,46.6,226,Poor
Delhi,04/03/2020,82.9,45.62,200,Moderate
Delhi,05/03/2020,31.43,32.97,112,Moderate
Delhi,06/03/2020,21.32,33.71,82,Satisfactory
Delhi,07/03/2020,40.96,35.53,77,Satisfactory
Delhi,08/03/2020,72.1,37.14,156,Moderate
Delhi,09/03/2020,58.04,32.29,138,Moderate
Delhi,10/03/2020,84.35,30.22,186,Moderate
Delhi,11/03/2020,55.19,29.76,128,Moderate
Delhi,12/03/2020,56.92,36.74,125,Moderate
Delhi,13/03/2020,68.72,40.53,170,Moderate
Delhi,14/03/2020,39.41,34.59,131,Moderate
Delhi,15/03/2020,60.99,41.09,124,Moderate
Delhi,16/03/2020,61.61,41.52,148,Moderate
Delhi,17/03/2020,69.7,43.5,164,Moderate
Delhi,18/03/2020,68.93,45.86,162,Moderate
Delhi,19/03/2020,90.62,45.67,191,Moderate
Delhi,20/03/2020,90.31,51.26,209,Poor
Delhi,21/03/2020,82.39,46.04,205,Poor
Delhi,22/03/2020,78.61,29.85,198,Moderate
Delhi,23/03/2020,54.26,25.96,127,Moderate
Delhi,24/03/2020,55.85,27.07,124,Moderate
Delhi,25/03/2020,37.87,21.11,92,Satisfactory
Delhi,26/03/2020,45.69,16.58,93,Satisfactory
Delhi,27/03/2020,26.89,15.32,76,Satisfactory
Delhi,28/03/2020,21.23,17.52,51,Satisfactory
Delhi,29/03/2020,27.59,16.6,64,Satisfactory
Delhi,30/03/2020,35.08,17.52,74,Satisfactory
Delhi,31/03/2020,35.31,18.03,81,Satisfactory
Delhi,01/04/2020,32.88,19.17,80,Satisfactory
Delhi,02/04/2020,28.51,17.18,78,Satisfactory
Delhi,03/04/2020,31.36,20.07,84,Satisfactory
Delhi,04/04/2020,40.79,22.38,90,Satisfactory
Delhi,05/04/2020,51.79,24.42,103,Moderate
Delhi,06/04/2020,59.91,24.37,134,Moderate
Delhi,07/04/2020,33.12,19.27,100,Satisfactory
Delhi,08/04/2020,29.7,18.56,91,Satisfactory
Delhi,09/04/2020,36.13,21.37,89,Satisfactory
Delhi,10/04/2020,57.67,27.12,111,Moderate
Delhi,11/04/2020,53.03,23.64,126,Moderate
Delhi,12/04/2020,38.57,17.59,102,Moderate
Delhi,13/04/2020,60.6,23.4,119,Moderate
Delhi,14/04/2020,58.22,25.71,134,Moderate
Delhi,15/04/2020,58.31,24.55,152,Moderate
Delhi,16/04/2020,69.8,25.01,172,Moderate
Delhi,17/04/2020,26.93,15.83,123,Moderate
Delhi,18/04/2020,29.09,15.45,102,Moderate
Delhi,19/04/2020,35.49,19.72,95,Satisfactory
Delhi,20/04/2020,52.86,24.56,115,Moderate
Delhi,21/04/2020,37.17,19.64,102,Moderate
Delhi,22/04/2020,58.25,24.79,122,Moderate
Delhi,23/04/2020,54.71,24.83,129,Moderate
Delhi,24/04/2020,65.91,25.62,143,Moderate
Delhi,25/04/2020,33.09,18.68,121,Moderate
Delhi,26/04/2020,40.24,17.45,119,Moderate
Delhi,27/04/2020,27.18,14.8,98,Satisfactory
Delhi,28/04/2020,41.75,17.35,105,Moderate
Delhi,29/04/2020,55.18,20.11,123,Moderate
Delhi,30/04/2020,49.96,17.61,128,Moderate
Delhi,01/05/2020,61.04,18.46,140,Moderate
Delhi,02/05/2020,34.67,14.36,127,Moderate
Delhi,03/05/2020,32.56,15.14,110,Moderate
Delhi,04/05/2020,26.63,16.95,92,Satisfactory
Delhi,05/05/2020,56.24,21.36,117,Moderate
Delhi,06/05/2020,58.44,21.88,139,Moderate
Delhi,07/05/2020,36.02,17.97,140,Moderate
Delhi,08/05/2020,51.09,21.66,138,Moderate
Delhi,09/05/2020,54.18,17.65,142,Moderate
Delhi,10/05/2020,44.3,16.46,127,Moderate
Delhi,11/05/2020,43.26,19.53,113,Moderate
Delhi,12/05/2020,43.19,18.49,122,Moderate
Delhi,13/05/2020,68.8,21.34,132,Moderate
Delhi,14/05/2020,56.17,25.12,154,Moderate
Delhi,15/05/2020,47.44,23.45,125,Moderate
Delhi,16/05/2020,81.87,26.17,175,Moderate
Delhi,17/05/2020,98.63,31.96,202,Poor
Delhi,18/05/2020,101.02,34.76,222,Poor
Delhi,19/05/2020,106.63,42.67,238,Poor
Delhi,20/05/2020,67.8,32.8,196,Moderate
Delhi,21/05/2020,55.92,31.36,149,Moderate
Delhi,22/05/2020,94.37,45.36,199,Moderate
Delhi,23/05/2020,74.92,42.43,202,Poor
Delhi,24/05/2020,55.37,27.35,174,Moderate
Delhi,25/05/2020,61.46,30.92,157,Moderate
Delhi,26/05/2020,55.38,37.79,153,Moderate
Delhi,27/05/2020,43.22,26.95,156,Moderate
Delhi,28/05/2020,39.07,17.1,174,Moderate
Delhi,29/05/2020,24.62,19.02,129,Moderate
Delhi,30/05/2020,23.09,18.51,84,Satisfactory
Delhi,31/05/2020,21.51,17.05,80,Satisfactory
Delhi,01/06/2020,41.05,22.99,100,Satisfactory
Delhi,02/06/2020,45.9,24.78,123,Moderate
Delhi,03/06/2020,50.62,28.02,123,Moderate
Delhi,04/06/2020,68.24,34.11,144,Moderate
Delhi,05/06/2020,42.43,25.87,126,Moderate
Delhi,06/06/2020,35.14,21.25,102,Moderate
Delhi,07/06/2020,39.99,22.65,104,Moderate
Delhi,08/06/2020,46.9,25.81,112,Moderate
Delhi,09/06/2020,64.77,32.01,138,Moderate
Delhi,10/06/2020,58.9,34.31,154,Moderate
Delhi,11/06/2020,54.69,30.94,142,Moderate
Delhi,12/06/2020,64,30.05,152,Moderate
Delhi,13/06/2020,52.36,25.46,132,Moderate
Delhi,14/06/2020,71.08,26.01,147,Moderate
Delhi,15/06/2020,48.69,25.95,130,Moderate
Delhi,16/06/2020,39.87,24.58,126,Moderate
Delhi,17/06/2020,34.35,16.94,110,Moderate
Delhi,18/06/2020,36.84,18.32,107,Moderate
Delhi,19/06/2020,57.6,17.78,132,Moderate
Delhi,20/06/2020,35.96,20.37,158,Moderate
Delhi,21/06/2020,39.7,23.7,105,Moderate
Delhi,22/06/2020,39.47,20.61,104,Moderate
Delhi,23/06/2020,29.02,16.39,85,Satisfactory
Delhi,24/06/2020,30.91,16.84,71,Satisfactory
Delhi,25/06/2020,38.37,21.41,86,Satisfactory
Delhi,26/06/2020,50.01,22.06,104,Moderate
Delhi,27/06/2020,39.8,21.46,112,Moderate
Delhi,28/06/2020,59.52,21.6,196,Moderate
Delhi,29/06/2020,44.86,21.57,233,Poor
Delhi,30/06/2020,39.8,17.96,114,Moderate
Delhi,01/07/2020,54.01,21.05,101,Moderate
