DATE,temp,humidity,windspeed,,,,,,
19/03/2024,23,49.2,15.7,,,,,,
20/03/2024,24.3,49.4,13,,,,,,
21/03/2024,23.1,62.3,18.4,,,,,,
22/03/2024,25.3,58.9,16.6,,,,,,
23/03/2024,26.5,51.1,18.4,,,,,,
24/03/2024,24.6,54.6,18.4,,,,,,
25/03/2024,24.9,58.7,18.4,,,,,,
26/03/2024,26.4,50.7,16.6,,,,,,
27/03/2024,29,44.3,14.8,,,,,,
28/03/2024,29.7,40.9,14.8,,,,,,
29/03/2024,28.8,51.4,16.6,,,,,,
30/03/2024,29.5,46.1,14.8,,,,,,
31/03/2024,28.8,44.4,22.3,,,,,,
01/04/2024,25.3,49.2,16.6,,,,,,
02/04/2024,26.2,36,18.4,,,,,,
03/04/2024,28.2,34.2,11.2,,,,,,
04/04/2024,29.7,31.3,14.8,,,,,,
05/04/2024,29.8,30.8,17,,,,,,
06/04/2024,28.6,29.2,16.6,,,,,,
07/04/2024,28,28.3,18.4,,,,,,
08/04/2024,28.9,28.9,17.3,,,,,,
09/04/2024,29.5,26.2,14.8,,,,,,
10/04/2024,29.6,28.5,12.7,,,,,,
11/04/2024,30,31.3,16.6,,,,,,
12/04/2024,30.9,31.3,9.4,,,,,,
13/04/2024,29.3,40.1,24.1,,,,,,
14/04/2024,26.4,57.8,16.6,,,,,,
15/04/2024,28.6,53.8,9.4,,,,,,
16/04/2024,29.9,38.9,20.5,,,,,,
17/04/2024,29.1,28.5,20.5,,,,,,
18/04/2024,31,25.9,20.5,,,,,,
19/04/2024,32.5,32,14.8,,,,,,
20/04/2024,30.9,36.2,18.4,,,,,,
21/04/2024,31,33.7,20.5,,,,,,
22/04/2024,31,31.8,18.4,,,,,,
23/04/2024,29.2,40.5,27.6,,,,,,
24/04/2024,29.6,41.4,18.4,,,,,,
25/04/2024,31.4,31.1,20.1,,,,,,
26/04/2024,31.8,33.9,16.6,,,,,,
27/04/2024,31.5,37.7,18.4,,,,,,
28/04/2024,31.2,31.6,11.2,,,,,,
29/04/2024,30.9,36,16.6,,,,,,
30/04/2024,29.7,30.2,18.4,,,,,,
01/05/2024,28.2,20.8,18.4,,,,,,
02/05/2024,28.7,25.1,20.5,,,,,,
03/05/2024,30.3,24.7,18.4,,,,,,
04/05/2024,32.7,23.9,14.8,,,,,,
05/05/2024,33.8,24.4,14.8,,,,,,
06/05/2024,34.1,27.8,20.5,,,,,,
07/05/2024,34.2,33.1,16.6,,,,,,
08/05/2024,32.2,50.2,20.5,,,,,,
09/05/2024,31.7,48.3,20.5,,,,,,
10/05/2024,32.6,49,27.7,,,,,,
11/05/2024,31.8,41.4,27.7,,,,,,
12/05/2024,33,41.2,13,,,,,,
13/05/2024,34,34.5,16.6,,,,,,
14/05/2024,33.8,29.9,20.5,,,,,,
15/05/2024,34.2,25,16.6,,,,,,
16/05/2024,35,29.6,13,,,,,,
17/05/2024,36.9,26,16.6,,,,,,
18/05/2024,37.1,25.9,18.4,,,,,,
19/05/2024,38.1,23.2,18.4,,,,,,
20/05/2024,37.9,23.2,18.4,,,,,,
21/05/2024,35.8,40.2,18.4,,,,,,
22/05/2024,36,44,18.4,,,,,,
23/05/2024,35.2,45,22.3,,,,,,
24/05/2024,35.4,43.7,22.3,,,,,,
25/05/2024,37.3,35.8,18.4,,,,,,
26/05/2024,37.9,26.9,16.6,,,,,,
27/05/2024,38.6,24.9,16.6,,,,,,
28/05/2024,38.6,23.7,16.6,,,,,,
29/05/2024,38,26.6,21.5,,,,,,
30/05/2024,39.1,22.9,19.2,,,,,,
31/05/2024,38.6,24.8,18.4,,,,,,
01/06/2024,36.5,27.3,18.4,,,,,,
02/06/2024,36.7,29.1,16.6,,,,,,
03/06/2024,37.2,29.1,15.3,,,,,,
04/06/2024,37,32.4,18.4,,,,,,
05/06/2024,37.8,28.2,27.7,,,,,,
06/06/2024,33.8,39.4,28,,,,,,
07/06/2024,35.6,29.9,18.4,,,,,,
08/06/2024,35.8,29.4,18.4,,,,,,
09/06/2024,36,25.3,18.4,,,,,,
10/06/2024,37.3,23.4,18.4,,,,,,
11/06/2024,37.2,23.9,16.6,,,,,,
12/06/2024,37.6,24,16.6,,,,,,
13/06/2024,38.8,23.3,18.4,,,,,,
14/06/2024,37.8,28.6,24,,,,,,
15/06/2024,38.3,27.8,27.7,,,,,,
16/06/2024,39.1,27.6,24.8,,,,,,
17/06/2024,39.5,28.7,23.5,,,,,,
18/06/2024,39.5,31.1,25.2,,,,,,
19/06/2024,38.9,33.1,27.6,,,,,,
20/06/2024,33.7,45.9,18.4,,,,,,
21/06/2024,31.9,60.4,14.8,,,,,,
22/06/2024,33.2,55.7,16.6,,,,,,
23/06/2024,33.5,59.2,18.4,,,,,,
24/06/2024,33.2,65.3,18.4,,,,,,
25/06/2024,33.8,63.3,11.2,,,,,,
26/06/2024,33,66,18.4,,,,,,
27/06/2024,31.1,76.4,22.3,,,,,,
28/06/2024,28.9,86.7,18.4,,,,,,
29/06/2024,30.3,84.1,14,,,,,,
30/06/2024,32.6,76.1,14.8,,,,,,
01/07/2024,32.1,72.6,11.2,,,,,,
02/07/2024,33,70,14.8,,,,,,
03/07/2024,29.5,87.2,14.8,,,,,,
04/07/2024,28.6,90.2,11.2,,,,,,
05/07/2024,29.6,87.4,18.4,,,,,,
06/07/2024,29.7,85.4,14.8,,,,,,
07/07/2024,29.8,76.4,18.4,,,,,,
08/07/2024,28.3,83.2,18.4,,,,,,
09/07/2024,29.6,87,18.4,,,,,,
10/07/2024,30.8,85,14.8,,,,,,
11/07/2024,33.5,72.2,11.2,,,,,,
12/07/2024,31.4,64.7,16.6,,,,,,
13/07/2024,30.3,77.9,11.3,,,,,,
14/07/2024,32.3,73.1,13,,,,,,
15/07/2024,31.3,79.3,14.8,,,,,,
16/07/2024,33.2,73.5,18.4,,,,,,
17/07/2024,32.7,77.1,14.7,,,,,,
18/07/2024,31,83.6,18.4,,,,,,
19/07/2024,31.5,82.9,14.8,,,,,,
20/07/2024,32.4,75.1,11.2,,,,,,
21/07/2024,32.6,77,20.5,,,,,,
22/07/2024,30.9,84.8,16.6,,,,,,
23/07/2024,31.4,84.5,11.2,,,,,,
24/07/2024,30,87.5,14.8,,,,,,
25/07/2024,31.2,83.8,9.4,,,,,,
26/07/2024,30.9,85.7,11.2,,,,,,
27/07/2024,31.3,85.7,16.6,,,,,,
28/07/2024,33,74.6,14.8,,,,,,
29/07/2024,33.6,70.6,16.6,,,,,,
30/07/2024,34.4,68.8,13,,,,,,
31/07/2024,31.9,78.7,18.4,,,,,,
01/08/2024,28.8,85.6,11.2,,,,,,
02/08/2024,29.7,86.3,13,,,,,,
03/08/2024,30.3,81.5,16.6,,,,,,
04/08/2024,30.5,77.8,18.4,,,,,,
05/08/2024,30,80.1,20.5,,,,,,
06/08/2024,30,80.1,13,,,,,,
07/08/2024,28.1,92.6,11.2,,,,,,
08/08/2024,28.5,89.8,18.4,,,,,,
09/08/2024,29,89.1,13,,,,,,
10/08/2024,28.9,90,13,,,,,,
11/08/2024,27.3,94.3,14.8,,,,,,
12/08/2024,27.5,95.2,13,,,,,,
13/08/2024,28.7,91.2,14.8,,,,,,
14/08/2024,30.6,83.8,14.8,,,,,,
15/08/2024,29.9,90.2,18.4,,,,,,
16/08/2024,30,86.1,16.6,,,,,,
17/08/2024,30.2,83.8,11.2,,,,,,
18/08/2024,30.7,81.2,16.6,,,,,,
19/08/2024,30.9,79.2,14.8,,,,,,
20/08/2024,28.6,86.5,18.4,,,,,,
21/08/2024,30.4,77.2,13,,,,,,
22/08/2024,31,76.2,13,,,,,,
23/08/2024,28.3,87,11.2,,,,,,
24/08/2024,30.3,82.2,11.2,,,,,,
25/08/2024,30.4,79,15.8,,,,,,
26/08/2024,29.9,82,37.1,,,,,,
27/08/2024,28.5,86.1,18.4,,,,,,
28/08/2024,28,88.5,16.6,,,,,,
29/08/2024,27,95.6,16.6,,,,,,
30/08/2024,29.4,82.8,18.4,,,,,,
31/08/2024,30.8,80.1,14.8,,,,,,
01/09/2024,31.7,76.9,11.2,,,,,,
02/09/2024,29.3,86.6,13,,,,,,
03/09/2024,30.9,79.1,18.4,,,,,,
04/09/2024,27,90.6,14.8,,,,,,
05/09/2024,28.3,85.4,7.6,,,,,,
06/09/2024,28.1,87.4,15.7,,,,,,
07/09/2024,27.4,88.7,20.5,,,,,,
08/09/2024,27.2,95.2,13,,,,,,
09/09/2024,28.8,89.9,16.6,,,,,,
10/09/2024,28.1,88.1,18.4,,,,,,
11/09/2024,28.4,87,9.4,,,,,,
12/09/2024,26.1,95.4,18.4,,,,,,
13/09/2024,24,98.5,22.3,,,,,,
14/09/2024,26.5,87.5,16.6,,,,,,
15/09/2024,28,81.8,20.5,,,,,,
16/09/2024,28.8,77.8,20.5,,,,,,
17/09/2024,29,78.1,13,,,,,,
18/09/2024,25.8,89.7,20.5,,,,,,
